R_max,1_minus_R2,kappa_Poincare_theory,kappa_Lorentz_theory,kappa_Klein_theory
0.7,0.51,3.8446751249519413,1.9607843137254901,2.7456472235843328
0.8,0.3599999999999999,7.716049382716054,2.7777777777777786,4.629629629629632
0.9,0.18999999999999995,27.700831024930764,5.263157894736843,12.07451230897694
0.95,0.09750000000000003,105.19395134779744,10.256410256410254,32.84680078053068
0.99,0.01990000000000003,2525.188757859643,50.25125628140696,356.2217110594645
